Unnamed: 0,Date,Day_of_Week,Time_Slot,Route_ID,Route_Name,Bus_ID,Driver_ID,Bus_Type,Total_Seats,Seats_Booked,Occupancy_Rate (%),Ticket_Price,Revenue_Per_Trip,Fuel_Consumption_Liters,Fuel_Efficiency_KMPL,Maintenance_Status,Last_Service_Date,Breakdown_Incidents,Disruption_Likelihood,Risk_Score,Delay_Probability,Expense_Per_Trip,Profit_Per_Trip,Weather,Festival_Season,Holiday,Special_Event,Avg_Travel_Time (mins),Delay_Mins,Start_Desitination,End_Destination,Distance_KM,Start_Destination,Avg_Travel_Time_Mins,Weather_Impact,Event_Type
89,30-04-2024,Tuesday,Morning,301,Anand-Modasa,GJ06-Express-478,D400,Sleeper,60,29,48.33,250,20929,39.98,4.87,Good,24-01-2024,2,0.15,Low,0.59,6160,6628,Foggy,0,0,IPL Match,141,8,Gandhinagar,Modasa,160,Anand,80,Medium,Normal
90,13-04-2024,Saturday,Morning,225,Gandhinagar-Mehsana,GJ01-Express-456,D246,Sleeper,50,22,44,150,19336,12.57,5.95,Needs Repair,06-03-2024,3,0.16,Low,0.44,6472,6705,Rainy,1,1,IPL Match,219,18,Ahmedabad,Mehsana,80,Gandhinagar,34,High,Normal
91,21-04-2024,Sunday,Night,281,Bhavnagar-Rajkot,GJ05-Non-AC-154,D137,AC,60,57,95,300,32885,32.77,4.62,Needs Repair,27-01-2024,0,0.7,High,0.57,4577,11565,Rainy,1,0,Navratri,224,5,Vadodara,Rajkot,190,Bhavnagar,102,Medium,Normal
92,18-01-2024,Thursday,Morning,252,Jamnagar-Patan,GJ06-Non-AC-358,D151,Non-AC,60,29,48.33,250,16481,65.8,4.94,Needs Repair,04-06-2024,3,0.64,Low,0.76,3639,6227,Foggy,1,0,Navratri,295,25,Ahmedabad,Patan,280,Jamnagar,172,High,Holiday
93,27-05-2024,Monday,Afternoon,281,Jamnagar-Patan,GJ09-Non-AC-139,D266,AC,50,60,120,150,23054,43.83,4.87,Needs Repair,29-04-2024,1,0.36,Low,0.42,3663,5078,Foggy,0,1,IPL Match,298,7,Surat,Patan,280,Jamnagar,180,Medium,Festival
94,20-05-2024,Monday,Night,456,Surat-Diu,GJ05-AC-298,D283,Sleeper,40,39,97.5,150,20346,50.94,4.06,Needs Repair,02-01-2024,2,0.28,Low,0.23,5478,6507,Rainy,1,1,Festival Season,291,11,Surat,Diu,285,Surat,173,Medium,Normal
95,21-01-2024,Sunday,Morning,377,Gandhinagar-Mehsana,GJ09-AC-116,D146,AC,60,35,58.33,250,17334,18.11,5.85,Good,08-01-2024,0,0.14,High,0.28,5251,6643,Clear,0,0,Navratri,233,14,Gandhinagar,Mehsana,80,Gandhinagar,56,High,Festival
96,28-03-2024,Thursday,Morning,331,Patan-Ahmedabad,GJ09-AC-398,D126,AC,40,36,90,250,19050,27.51,5.61,Good,20-03-2024,0,0.43,Medium,0.63,5675,6976,Foggy,0,1,IPL Match,172,29,Surat,Ahmedabad,115,Patan,78,Medium,Festival
97,11-04-2024,Thursday,Morning,324,Dahod-Bhavnagar,GJ07-Sleeper-288,D283,Sleeper,40,53,132.5,250,32649,71.93,4.02,Needs Repair,22-03-2024,2,0.32,Medium,0.23,5020,5621,Clear,0,1,,236,9,Ahmedabad,Bhavnagar,380,Dahod,213,Low,Festival
98,07-05-2024,Tuesday,Night,475,Rajkot-Porbandar,GJ04-AC-225,D293,Express,60,59,98.33,150,28042,34.82,5.77,Needs Repair,04-03-2024,1,0.27,Low,0.79,4559,8072,Rainy,1,1,,185,30,Gandhinagar,Porbandar,185,Rajkot,117,Low,Festival
99,15-03-2024,Friday,Afternoon,443,Rajkot-Porbandar,GJ02-Non-AC-111,D311,AC,60,53,88.33,150,27869,34.92,5.77,Needs Repair,29-04-2024,3,0.32,High,0.86,3038,10546,Rainy,1,0,IPL Match,164,36,Vadodara,Porbandar,185,Rajkot,112,Low,Holiday
100,26-01-2024,Friday,Afternoon,256,Anand-Modasa,GJ08-Express-398,D361,Non-AC,60,58,96.67,300,27507,39.74,5.28,Good,10-04-2024,2,0.23,Medium,0.54,5174,10397,Foggy,1,1,Navratri,162,24,Vadodara,Modasa,160,Anand,100,Medium,Normal
101,15-01-2024,Monday,Afternoon,176,Rajkot-Porbandar,GJ08-Express-293,D198,AC,60,50,83.33,150,32295,34.72,4.03,Needs Repair,06-02-2024,0,0.68,Medium,0.28,3657,5814,Foggy,0,0,Festival Season,251,13,Gandhinagar,Porbandar,185,Rajkot,114,Low,Festival
102,02-04-2024,Tuesday,Afternoon,406,Ahmedabad-Junagadh,GJ08-AC-496,D303,Sleeper,50,21,42,200,22068,67.42,5.81,Good,29-04-2024,1,0.37,High,0.14,4257,8702,Clear,1,1,IPL Match,207,4,Gandhinagar,Junagadh,330,Ahmedabad,181,Low,Holiday
103,14-03-2024,Thursday,Morning,318,Gandhinagar-Mehsana,GJ04-AC-348,D411,AC,60,49,81.67,250,32531,17.29,5.65,Good,05-04-2024,0,0.72,High,0.4,4431,9111,Foggy,1,1,,268,10,Vadodara,Mehsana,80,Gandhinagar,72,Medium,Holiday
104,27-01-2024,Saturday,Night,330,Vadodara-Dwarka,GJ03-AC-287,D125,Express,40,27,67.5,300,21407,74.9,4.32,Good,11-01-2024,0,0.28,Low,0.32,5547,6167,Foggy,1,1,IPL Match,150,8,Surat,Dwarka,410,Vadodara,248,High,Normal
105,06-01-2024,Saturday,Afternoon,468,Surat-Diu,GJ04-Sleeper-190,D327,Non-AC,60,30,50,300,29729,58,4.3,Needs Repair,16-06-2024,0,0.64,Low,0.68,6109,8890,Clear,0,0,,221,6,Vadodara,Diu,285,Surat,142,Low,Festival
106,10-05-2024,Friday,Afternoon,361,Rajkot-Porbandar,GJ09-Sleeper-474,D461,Non-AC,40,57,142.5,250,16057,28.67,5.67,Needs Repair,05-01-2024,0,0.65,Low,0.51,4544,5946,Foggy,0,0,IPL Match,254,5,Ahmedabad,Porbandar,185,Rajkot,110,Medium,Normal
107,18-01-2024,Thursday,Night,396,Gandhinagar-Bhuj,GJ07-Non-AC-368,D329,Express,40,45,112.5,250,26318,63.88,4.32,Good,16-01-2024,1,0.53,Low,0.51,3890,8979,Rainy,1,0,,155,11,Gandhinagar,Bhuj,370,Gandhinagar,211,Medium,Festival
108,03-03-2024,Sunday,Night,210,Porbandar-Vadodara,GJ09-Express-191,D180,Non-AC,40,40,100,250,27597,91.96,5.84,Good,25-05-2024,1,0.34,High,0.79,5814,9002,Clear,1,0,,294,33,Gandhinagar,Vadodara,410,Porbandar,237,Low,Normal
109,21-03-2024,Thursday,Afternoon,282,Patan-Ahmedabad,GJ02-Express-258,D216,Express,60,58,96.67,300,24577,27.94,5.18,Good,02-02-2024,2,0.49,Low,0.27,6380,6120,Clear,1,1,,281,9,Surat,Ahmedabad,115,Patan,52,Medium,Holiday
110,05-06-2024,Wednesday,Night,325,Vadodara-Morbi,GJ04-Express-445,D299,AC,50,48,96,300,16659,44.18,4.49,Needs Repair,17-06-2024,1,0.2,High,0.35,3312,5797,Foggy,1,0,Navratri,134,3,Ahmedabad,Morbi,260,Vadodara,131,Low,Normal
111,05-01-2024,Friday,Afternoon,298,Dahod-Bhavnagar,GJ08-AC-443,D500,AC,40,56,140,300,25877,73.07,5.89,Needs Repair,17-02-2024,2,0.87,High,0.51,4099,6398,Foggy,1,0,,158,9,Ahmedabad,Bhavnagar,380,Dahod,220,Medium,Festival
112,20-04-2024,Saturday,Morning,469,Somnath-Junagadh,GJ09-Non-AC-101,D376,AC,60,38,63.33,300,30579,19.69,4.68,Needs Repair,21-03-2024,3,0.86,Low,0.39,3557,6371,Rainy,0,1,IPL Match,264,5,Vadodara,Junagadh,85,Somnath,44,High,Holiday
113,29-04-2024,Monday,Morning,414,Vadodara-Dwarka,GJ08-Express-478,D389,Express,60,32,53.33,300,33273,93.44,4.64,Needs Repair,10-01-2024,2,0.3,High,0.81,3329,8998,Rainy,1,0,,120,5,Gandhinagar,Dwarka,410,Vadodara,235,Low,Holiday
114,27-03-2024,Wednesday,Afternoon,120,Patan-Ahmedabad,GJ03-Sleeper-395,D219,Sleeper,50,27,54,200,33246,22.08,4.23,Good,15-05-2024,3,0.44,Low,0.14,5545,9689,Clear,1,1,,265,6,Vadodara,Ahmedabad,115,Patan,77,Medium,Holiday
115,14-03-2024,Thursday,Night,466,Rajkot-Porbandar,GJ03-AC-187,D121,AC,60,22,36.67,150,17980,29.28,5.42,Good,06-02-2024,2,0.33,Medium,0.72,6855,7033,Clear,1,1,IPL Match,161,3,Gandhinagar,Porbandar,185,Rajkot,99,High,Normal
116,25-05-2024,Saturday,Night,347,Ahmedabad-Bhuj,GJ06-Sleeper-477,D489,Sleeper,40,57,142.5,300,23744,63.97,5.59,Needs Repair,06-05-2024,1,0.76,Medium,0.58,3220,5329,Clear,1,1,Festival Season,248,9,Surat,Bhuj,335,Ahmedabad,178,High,Holiday
117,12-01-2024,Friday,Afternoon,280,Surat-Rajkot,GJ04-Sleeper-351,D415,Non-AC,60,52,86.67,150,19012,71.33,4.86,Good,18-06-2024,2,0.82,Low,0.5,3878,5387,Rainy,0,0,Festival Season,176,9,Vadodara,Rajkot,340,Surat,222,High,Festival
118,08-03-2024,Friday,Afternoon,462,Jamnagar-Patan,GJ05-Express-362,D389,Express,50,26,52,200,17099,54.53,5.69,Good,21-01-2024,2,0.54,Low,0.45,6059,6030,Rainy,1,1,Navratri,280,17,Vadodara,Patan,280,Jamnagar,171,Medium,Normal
119,16-01-2024,Tuesday,Night,377,Surat-Diu,GJ03-Non-AC-361,D222,Sleeper,50,38,76,300,18675,46.54,4.44,Good,26-05-2024,2,0.52,Medium,0.17,3995,5279,Clear,1,1,Festival Season,275,3,Gandhinagar,Diu,285,Surat,156,Medium,Festival
120,13-05-2024,Monday,Afternoon,381,Anand-Modasa,GJ09-Sleeper-459,D114,Sleeper,50,26,52,250,28613,31.38,4.89,Good,30-03-2024,2,0.7,High,0.74,4968,8757,Clear,0,1,IPL Match,144,7,Ahmedabad,Modasa,160,Anand,88,Low,Normal
121,19-03-2024,Tuesday,Morning,232,Gandhinagar-Mehsana,GJ02-Sleeper-260,D410,Express,50,36,72,300,25299,15.57,5.4,Good,28-02-2024,0,0.6,Medium,0.6,5896,7282,Foggy,0,0,,296,6,Ahmedabad,Mehsana,80,Gandhinagar,39,High,Normal
122,10-04-2024,Wednesday,Afternoon,180,Bhavnagar-Rajkot,GJ05-Sleeper-327,D487,Sleeper,40,50,125,200,25047,35.2,4.18,Good,24-01-2024,0,0.14,Low,0.35,3632,5968,Foggy,1,1,Festival Season,219,9,Surat,Rajkot,190,Bhavnagar,96,Low,Holiday
123,12-01-2024,Friday,Night,443,Ahmedabad-Bhuj,GJ01-Sleeper-209,D272,Sleeper,40,52,130,250,20572,79.63,5.36,Needs Repair,14-04-2024,3,0.45,Low,0.37,6420,5243,Foggy,1,0,IPL Match,290,14,Vadodara,Bhuj,335,Ahmedabad,210,High,Holiday
124,10-05-2024,Friday,Afternoon,311,Ahmedabad-Junagadh,GJ06-Express-338,D119,Sleeper,60,57,95,300,28207,69.08,5.65,Good,25-02-2024,2,0.4,High,0.7,3643,9107,Foggy,1,1,Navratri,223,32,Vadodara,Junagadh,330,Ahmedabad,202,High,Normal
125,15-01-2024,Monday,Night,107,Bhuj-Gandhidham,GJ06-Non-AC-185,D295,Sleeper,50,42,84,150,34738,11.07,4.41,Needs Repair,23-03-2024,3,0.71,High,0.73,5627,6271,Clear,1,1,,239,17,Ahmedabad,Gandhidham,58,Bhuj,15,High,Holiday
126,19-02-2024,Monday,Morning,358,Vadodara-Morbi,GJ02-AC-115,D227,Express,60,55,91.67,200,25416,57.76,5.08,Needs Repair,07-03-2024,2,0.34,Medium,0.54,5021,6114,Clear,1,0,,173,12,Vadodara,Morbi,260,Vadodara,162,Low,Normal
127,15-02-2024,Thursday,Morning,212,Vadodara-Morbi,GJ08-Sleeper-354,D499,Express,60,56,93.33,200,26595,55.41,5.77,Good,26-06-2024,1,0.39,High,0.35,6914,9096,Rainy,0,0,Navratri,297,12,Vadodara,Morbi,260,Vadodara,131,Medium,Festival
128,26-02-2024,Monday,Night,270,Bhuj-Gandhidham,GJ09-Non-AC-415,D255,Non-AC,60,40,66.67,150,26878,9.22,4.72,Good,19-06-2024,0,0.25,High,0.42,5250,10368,Clear,1,1,Festival Season,150,15,Ahmedabad,Gandhidham,58,Bhuj,36,Medium,Festival
129,26-03-2024,Tuesday,Afternoon,300,Surat-Diu,GJ09-Sleeper-495,D135,Sleeper,60,42,70,300,29480,66.25,4.52,Needs Repair,21-01-2024,0,0.47,Medium,0.62,4796,8549,Foggy,1,0,IPL Match,276,22,Vadodara,Diu,285,Surat,171,Medium,Festival
130,04-06-2024,Tuesday,Morning,483,Ahmedabad-Junagadh,GJ02-Sleeper-340,D187,Non-AC,50,41,82,300,28846,51.79,4.77,Good,20-05-2024,0,0.36,Low,0.77,3181,9327,Clear,1,1,Festival Season,257,7,Vadodara,Junagadh,330,Ahmedabad,186,Low,Holiday
131,11-06-2024,Tuesday,Morning,344,Anand-Modasa,GJ06-Express-156,D252,Non-AC,60,31,51.67,250,21964,27.23,4.88,Needs Repair,21-05-2024,0,0.38,Low,0.53,3199,7415,Rainy,0,1,Navratri,206,24,Vadodara,Modasa,160,Anand,77,Medium,Holiday
132,15-05-2024,Wednesday,Morning,129,Junagadh-Somnath,GJ07-AC-416,D196,Sleeper,60,36,60,150,32379,20.45,4.37,Needs Repair,02-05-2024,3,0.28,Low,0.88,6798,7968,Rainy,1,1,,172,10,Gandhinagar,Somnath,90,Junagadh,50,High,Festival
133,16-06-2024,Sunday,Morning,195,Anand-Modasa,GJ01-Express-438,D163,Non-AC,50,28,56,150,25580,38.9,4.33,Needs Repair,17-01-2024,0,0.42,Medium,0.11,3437,5266,Rainy,1,0,,185,5,Ahmedabad,Modasa,160,Anand,106,High,Normal
134,25-01-2024,Thursday,Night,458,Junagadh-Somnath,GJ02-AC-490,D198,Express,60,30,50,250,21509,22.31,4.88,Good,04-02-2024,3,0.81,Medium,0.26,6369,6317,Clear,1,1,,283,11,Ahmedabad,Somnath,90,Junagadh,53,Low,Festival
135,24-06-2024,Monday,Night,438,Dahod-Bhavnagar,GJ04-Non-AC-155,D458,Express,50,46,92,150,23124,59.41,5.54,Needs Repair,06-03-2024,3,0.25,Low,0.58,5042,8186,Rainy,1,0,IPL Match,196,12,Vadodara,Bhavnagar,380,Dahod,260,Medium,Festival
136,06-04-2024,Saturday,Afternoon,217,Gandhinagar-Bhuj,GJ01-Sleeper-204,D290,Sleeper,60,33,55,300,27589,72.33,5.95,Needs Repair,08-06-2024,3,0.79,Medium,0.9,5350,7939,Foggy,1,0,Navratri,228,31,Gandhinagar,Bhuj,370,Gandhinagar,231,High,Festival
137,30-03-2024,Saturday,Afternoon,227,Vadodara-Dwarka,GJ03-Sleeper-158,D159,AC,60,54,90,200,17107,63.28,5.45,Needs Repair,17-01-2024,2,0.61,Medium,0.27,3674,5608,Rainy,1,0,,189,10,Surat,Dwarka,410,Vadodara,268,High,Festival
138,26-03-2024,Tuesday,Morning,139,Bhuj-Gandhidham,GJ01-Express-324,D143,Sleeper,60,54,90,300,27676,10.75,5.76,Needs Repair,07-04-2024,0,0.69,Medium,0.18,4568,9121,Rainy,0,1,IPL Match,199,9,Ahmedabad,Gandhidham,58,Bhuj,46,Low,Festival
139,12-04-2024,Friday,Morning,465,Gandhinagar-Bhuj,GJ07-Non-AC-444,D496,Non-AC,50,21,42,150,34703,62.96,5.54,Good,08-03-2024,1,0.6,Medium,0.61,3542,9538,Clear,0,0,IPL Match,157,20,Vadodara,Bhuj,370,Gandhinagar,217,High,Holiday
140,03-01-2024,Wednesday,Morning,139,Porbandar-Vadodara,GJ09-AC-455,D103,Non-AC,60,52,86.67,200,28722,67.98,5.11,Needs Repair,29-01-2024,3,0.47,Low,0.19,6077,8568,Clear,0,0,IPL Match,141,7,Vadodara,Vadodara,410,Porbandar,240,Low,Festival
141,11-06-2024,Tuesday,Morning,356,Somnath-Junagadh,GJ01-Sleeper-401,D107,Sleeper,50,56,112,250,23532,15.96,4.72,Needs Repair,03-03-2024,0,0.14,Low,0.42,3119,7108,Rainy,1,1,IPL Match,165,4,Gandhinagar,Junagadh,85,Somnath,44,High,Festival
142,05-01-2024,Friday,Morning,441,Vadodara-Dwarka,GJ02-Sleeper-279,D294,AC,40,54,135,250,26526,76.07,4.86,Good,11-02-2024,0,0.71,Medium,0.82,6836,5857,Rainy,0,0,Navratri,269,12,Surat,Dwarka,410,Vadodara,248,Medium,Holiday
143,16-02-2024,Friday,Afternoon,224,Somnath-Junagadh,GJ04-AC-463,D182,AC,50,48,96,150,26538,15.45,5.69,Good,08-05-2024,2,0.52,Low,0.3,5916,7752,Foggy,0,1,IPL Match,191,9,Vadodara,Junagadh,85,Somnath,39,High,Holiday
144,06-03-2024,Wednesday,Morning,446,Junagadh-Somnath,GJ07-Non-AC-251,D317,Sleeper,40,56,140,300,31404,17.72,4.74,Needs Repair,28-03-2024,2,0.19,High,0.39,4739,10511,Rainy,1,1,,257,5,Vadodara,Somnath,90,Junagadh,66,Low,Festival
145,08-02-2024,Thursday,Morning,266,Gandhinagar-Bhuj,GJ02-AC-477,D232,Express,60,39,65,300,27645,61.61,4.15,Needs Repair,12-04-2024,0,0.47,Low,0.61,5521,8319,Clear,1,0,IPL Match,207,5,Gandhinagar,Bhuj,370,Gandhinagar,206,High,Holiday
146,09-05-2024,Thursday,Morning,305,Morbi-Surat,GJ02-Express-211,D239,AC,60,27,45,300,16577,59.59,4.93,Good,23-02-2024,3,0.16,Medium,0.48,6795,5543,Clear,1,1,Navratri,206,19,Vadodara,Surat,270,Morbi,175,Medium,Holiday
147,13-02-2024,Tuesday,Morning,231,Rajkot-Porbandar,GJ06-Non-AC-248,D391,Express,40,46,115,300,16376,28.82,5.06,Needs Repair,25-03-2024,2,0.72,Low,0.25,6892,5862,Rainy,1,1,,296,5,Ahmedabad,Porbandar,185,Rajkot,107,Low,Normal
148,09-03-2024,Saturday,Morning,207,Ahmedabad-Bhuj,GJ01-Express-255,D129,Sleeper,60,25,41.67,300,20348,69.39,5.02,Needs Repair,24-05-2024,2,0.15,Low,0.76,6659,7236,Rainy,0,1,,193,26,Gandhinagar,Bhuj,335,Ahmedabad,199,Low,Normal
149,18-04-2024,Thursday,Afternoon,289,Bhavnagar-Rajkot,GJ03-Non-AC-101,D299,Express,60,42,70,250,24559,31.64,5.87,Good,11-03-2024,3,0.6,High,0.78,3817,5952,Clear,0,0,Navratri,221,24,Gandhinagar,Rajkot,190,Bhavnagar,126,Low,Holiday
150,13-05-2024,Monday,Afternoon,248,Bhuj-Gandhidham,GJ06-Non-AC-315,D138,Non-AC,40,39,97.5,250,32405,12.99,5.33,Good,05-01-2024,2,0.6,Medium,0.41,5657,10833,Rainy,1,1,Navratri,272,18,Ahmedabad,Gandhidham,58,Bhuj,20,Low,Festival
151,11-04-2024,Thursday,Morning,190,Bhuj-Gandhidham,GJ08-Sleeper-289,D343,Express,60,31,51.67,150,16190,11.27,5.72,Needs Repair,18-02-2024,0,0.87,Low,0.63,3135,6389,Foggy,0,1,IPL Match,231,8,Vadodara,Gandhidham,58,Bhuj,53,Medium,Normal
152,18-03-2024,Monday,Night,292,Dahod-Bhavnagar,GJ03-Express-336,D232,AC,40,46,115,150,22804,58.19,5.83,Needs Repair,01-03-2024,0,0.86,Low,0.54,3665,8279,Rainy,1,1,Festival Season,246,22,Vadodara,Bhavnagar,380,Dahod,216,Medium,Normal
153,20-04-2024,Saturday,Night,321,Surat-Diu,GJ08-Express-274,D465,Non-AC,50,36,72,200,21521,61.17,5.03,Good,07-01-2024,0,0.15,Low,0.71,3516,7391,Foggy,1,0,IPL Match,286,21,Ahmedabad,Diu,285,Surat,195,High,Holiday
154,29-02-2024,Thursday,Morning,112,Vadodara-Morbi,GJ01-Non-AC-209,D267,AC,60,48,80,200,16345,64.66,5.42,Good,23-01-2024,2,0.41,Low,0.51,5067,5503,Clear,1,1,IPL Match,274,2,Gandhinagar,Morbi,260,Vadodara,147,Medium,Festival
155,27-02-2024,Tuesday,Night,409,Gandhinagar-Mehsana,GJ01-AC-346,D406,Express,60,46,76.67,150,29169,14.13,5.34,Needs Repair,28-04-2024,2,0.18,High,0.87,3312,6886,Foggy,1,1,IPL Match,280,18,Gandhinagar,Mehsana,80,Gandhinagar,58,Medium,Normal
156,17-05-2024,Friday,Morning,160,Gandhinagar-Bhuj,GJ03-AC-499,D320,Sleeper,50,44,88,200,35404,77.27,5.14,Needs Repair,05-02-2024,0,0.12,Low,0.84,3374,14100,Clear,0,0,Festival Season,122,26,Ahmedabad,Bhuj,370,Gandhinagar,183,Medium,Festival
157,10-05-2024,Friday,Morning,170,Vadodara-Morbi,GJ02-Non-AC-279,D255,AC,60,55,91.67,250,24767,60.41,5.98,Good,26-06-2024,1,0.5,Medium,0.51,5812,9772,Clear,1,0,Festival Season,179,19,Vadodara,Morbi,260,Vadodara,151,Medium,Normal
158,28-03-2024,Thursday,Afternoon,276,Ahmedabad-Bhuj,GJ08-Express-285,D367,Non-AC,60,23,38.33,300,26819,62.05,4.12,Needs Repair,03-04-2024,0,0.58,Low,0.76,4726,7588,Foggy,1,1,Festival Season,162,6,Ahmedabad,Bhuj,335,Ahmedabad,201,Low,Festival
159,03-02-2024,Saturday,Afternoon,183,Morbi-Surat,GJ05-AC-201,D428,Express,50,34,68,150,19300,55.91,4.37,Needs Repair,29-06-2024,3,0.25,Low,0.62,5951,5629,Rainy,1,0,IPL Match,242,29,Vadodara,Surat,270,Morbi,135,Low,Festival
160,23-02-2024,Friday,Afternoon,140,Morbi-Surat,GJ03-Sleeper-362,D469,Non-AC,50,26,52,250,34960,44.95,4.16,Needs Repair,09-05-2024,1,0.59,Medium,0.3,5665,8916,Foggy,0,0,Festival Season,156,14,Gandhinagar,Surat,270,Morbi,191,High,Holiday
161,27-01-2024,Saturday,Afternoon,265,Ahmedabad-Bhuj,GJ07-Non-AC-290,D267,Non-AC,50,56,112,250,36510,66.07,5.24,Needs Repair,17-03-2024,0,0.29,High,0.82,3593,13979,Foggy,1,0,Festival Season,194,14,Surat,Bhuj,335,Ahmedabad,198,High,Festival
162,23-06-2024,Sunday,Morning,128,Ahmedabad-Junagadh,GJ04-Express-388,D273,Sleeper,40,46,115,300,17455,53.91,5.29,Good,08-02-2024,1,0.32,Low,0.31,6901,6270,Rainy,0,0,,249,7,Ahmedabad,Junagadh,330,Ahmedabad,183,Medium,Holiday
163,25-03-2024,Monday,Morning,109,Anand-Modasa,GJ06-Sleeper-265,D344,AC,60,22,36.67,200,28740,37.46,4.36,Needs Repair,22-04-2024,2,0.67,Low,0.28,4975,11459,Clear,0,1,IPL Match,200,8,Surat,Modasa,160,Anand,101,High,Normal
164,28-01-2024,Sunday,Morning,246,Patan-Ahmedabad,GJ06-Non-AC-497,D267,Express,60,36,60,200,23025,25.92,4.8,Needs Repair,05-04-2024,1,0.19,Medium,0.51,3736,7428,Rainy,1,0,Navratri,238,15,Surat,Ahmedabad,115,Patan,63,High,Holiday
165,24-01-2024,Wednesday,Afternoon,264,Bhuj-Gandhidham,GJ08-Non-AC-298,D314,AC,50,30,60,150,25887,12.38,5.62,Needs Repair,26-05-2024,3,0.5,Low,0.15,5819,7692,Rainy,1,0,,174,4,Vadodara,Gandhidham,58,Bhuj,31,Low,Holiday
166,24-03-2024,Sunday,Morning,296,Gandhinagar-Bhuj,GJ06-Non-AC-148,D296,Sleeper,50,33,66,200,26306,87.83,4.15,Good,19-04-2024,0,0.83,Low,0.42,3948,9795,Foggy,1,0,,249,14,Vadodara,Bhuj,370,Gandhinagar,210,Medium,Holiday
167,13-01-2024,Saturday,Night,420,Surat-Rajkot,GJ08-AC-328,D471,AC,40,41,102.5,300,29141,68.14,4.19,Needs Repair,24-01-2024,1,0.3,Medium,0.11,4506,10305,Foggy,0,0,Festival Season,230,0,Vadodara,Rajkot,340,Surat,182,Low,Holiday
168,26-05-2024,Sunday,Night,117,Bhavnagar-Rajkot,GJ07-AC-399,D126,Sleeper,40,42,105,200,17700,35.77,4.07,Needs Repair,21-03-2024,3,0.37,Medium,0.85,6368,5591,Clear,0,1,IPL Match,172,15,Ahmedabad,Rajkot,190,Bhavnagar,122,Medium,Festival
169,02-02-2024,Friday,Morning,478,Vadodara-Dwarka,GJ01-Sleeper-281,D214,AC,60,25,41.67,250,17392,89.96,4.09,Needs Repair,15-06-2024,2,0.19,High,0.67,3823,6737,Clear,1,1,,246,25,Surat,Dwarka,410,Vadodara,260,High,Festival
170,23-02-2024,Friday,Morning,473,Dwarka-Bhavnagar,GJ05-Non-AC-216,D378,AC,40,30,75,250,25438,72.3,5.58,Needs Repair,25-05-2024,0,0.18,Medium,0.14,4323,5874,Rainy,0,0,IPL Match,148,5,Ahmedabad,Bhavnagar,330,Dwarka,219,Medium,Festival
171,17-02-2024,Saturday,Afternoon,325,Gandhinagar-Bhuj,GJ08-Non-AC-207,D321,Express,60,27,45,200,29488,66.59,4.16,Needs Repair,10-05-2024,3,0.3,High,0.18,6667,7697,Clear,1,0,,205,7,Vadodara,Bhuj,370,Gandhinagar,211,Low,Festival
172,01-06-2024,Saturday,Night,203,Anand-Modasa,GJ02-Sleeper-161,D314,Express,60,54,90,150,35657,37.74,5.04,Good,26-01-2024,0,0.29,Low,0.69,3554,10176,Foggy,1,1,IPL Match,161,8,Gandhinagar,Modasa,160,Anand,83,High,Normal
173,16-05-2024,Thursday,Afternoon,365,Junagadh-Somnath,GJ04-Sleeper-404,D422,AC,50,57,114,250,19606,14.83,5.25,Good,01-02-2024,0,0.16,Low,0.15,4093,6731,Rainy,0,1,Navratri,136,4,Ahmedabad,Somnath,90,Junagadh,33,Medium,Holiday
174,20-06-2024,Thursday,Night,150,Porbandar-Vadodara,GJ07-Non-AC-417,D223,Express,50,22,44,300,32635,100.96,5.86,Good,19-05-2024,1,0.64,High,0.16,4319,12687,Foggy,1,0,IPL Match,176,2,Vadodara,Vadodara,410,Porbandar,247,Low,Holiday
175,17-03-2024,Sunday,Afternoon,474,Rajkot-Porbandar,GJ02-Non-AC-460,D237,Sleeper,60,34,56.67,200,24380,40.38,5.87,Needs Repair,23-03-2024,3,0.2,Medium,0.81,6286,8104,Rainy,0,1,,243,19,Vadodara,Porbandar,185,Rajkot,106,Low,Normal
176,19-05-2024,Sunday,Afternoon,343,Vadodara-Morbi,GJ07-Non-AC-484,D168,Express,50,41,82,150,27374,63.45,4.78,Needs Repair,07-06-2024,2,0.41,Low,0.38,6079,6172,Foggy,1,0,Festival Season,234,4,Surat,Morbi,260,Vadodara,161,Low,Normal
177,23-05-2024,Thursday,Morning,358,Bhuj-Gandhidham,GJ06-AC-376,D261,Express,50,53,106,150,35004,8.77,5.4,Good,13-05-2024,1,0.54,Medium,0.88,4186,9693,Rainy,0,1,,165,22,Vadodara,Gandhidham,58,Bhuj,33,Low,Holiday
178,26-06-2024,Wednesday,Afternoon,280,Gandhinagar-Mehsana,GJ03-AC-344,D332,AC,50,49,98,200,31375,14.62,4.24,Good,20-02-2024,1,0.64,Medium,0.46,5090,9323,Clear,1,1,Navratri,140,16,Gandhinagar,Mehsana,80,Gandhinagar,43,Medium,Festival
179,23-05-2024,Thursday,Afternoon,307,Bhuj-Gandhidham,GJ09-Non-AC-369,D470,Sleeper,40,26,65,300,19213,11.73,4.49,Good,18-04-2024,2,0.7,High,0.88,4950,7155,Foggy,1,0,Festival Season,296,32,Gandhinagar,Gandhidham,58,Bhuj,18,High,Festival
